,ID,Headline,Valence,Anger,Disgust,Fear,Joy,Sadness,Surprise
396,896,Sea search for missing Microsoft scientist,-42,0,0,29,0,48,16
397,897,Iran to Hit US Interests if Attacked,-79,30,7,60,0,17,3
398,898,Blair: Terror battle will be long,-71,22,0,62,0,34,0
399,899,Bear cub returned to the wilderness,63,0,0,3,54,0,12
400,900,Carrefour sales growth falls short,-37,0,0,7,0,26,10
401,901,"Allied with democrats, Lieberman easily aligns with Republicans",-16,5,16,0,0,17,26
402,902,"In the Rockies, pines die and bears feel it",-46,12,5,22,0,45,16
403,903,Iran to strike US interests if attacked,-64,38,7,47,0,22,4
404,904,"Nipple covers, other star secrets",-4,7,29,0,2,0,21
405,905,Apple: no iTunes for you if you have Vista!,-27,8,5,0,0,10,37
406,906,Smokestacks in a white wilderness divide Iceland,-41,0,0,9,0,34,6
407,907,That'll cost ya,-36,34,0,16,0,0,2
408,908,Botched hangings in Iraq speed sectarianism,-52,29,10,50,4,38,6
409,909,Male sweat raises female hormones,19,0,14,0,21,0,58
410,910,7 GOP senators to force debate on troops in Iraq,28,11,4,8,27,11,13
411,911,Bangladesh ends curfew amid unrest,11,19,0,38,43,19,15
412,912,Italy's dispute with US over Iraq shooting,-64,65,7,13,0,16,19
413,913,Here come the Globes!,60,0,0,0,59,0,16
414,914,Snow causes transport chaos in Britain,-64,5,1,35,0,41,3
415,915,Snow causes airport closures in Britain,-59,4,0,34,0,43,5
416,916,"Second opinion: girl or boy? as fertility technology advances, so does an ethical debate",-12,9,15,15,5,14,28
417,917,Heavy snow causes travel chaos and shuts schools,-66,4,0,44,9,39,19
418,918,Barbaro's legacy: saving other horses,21,0,0,6,30,22,11
419,919,Luxury digs in South Carolina's Lowcountry,38,0,0,0,28,0,10
420,920,Dozens killed in Baghdad bombing,-95,17,2,67,0,92,15
421,921,Ice storms kill 21 across nation,-94,8,0,54,0,93,16
422,922,De Villiers takes over Dakar lead,51,1,0,0,42,0,10
423,923,Vietnam becomes WTO's 150th member,53,4,4,0,47,2,5
424,924,South African trio share advantage,53,0,0,0,39,0,8
425,925,Observatory: poison begets poison,-57,10,9,27,0,26,17
426,926,Action intensity boosts vision,64,0,0,0,41,0,39
427,927,Why the smell of a man's armpit is a turn-on,19,0,31,0,16,0,52
428,928,Nokia 5300 Xpress Music,20,0,0,0,22,0,5
429,929,"Dell to cut bonuses, trim management",-50,0,0,12,0,41,13
430,930,"Second drop in cancer deaths could point to a trend, researchers say",43,0,0,9,35,5,36
431,931,TV game shows go interactive,42,0,0,0,33,0,6
432,932,Boy missing since 2002 found alive,82,0,0,10,82,17,22
433,933,"US, North Korea signed nuclear memo",40,0,0,28,42,0,14
434,934,Russia honors Sputnik designer,67,0,0,0,66,0,12
435,935,"In Kenya's capital, a sense that danger is ever stronger",-60,0,0,66,0,29,20
436,936,"Bill, thanks for the RSA memories... and laughs",52,0,0,0,44,4,4
437,937,Friendly fire pilot 'experienced',-42,24,7,13,0,27,21
438,938,MySpace welcomes French friends,58,0,0,3,50,0,2
439,939,Airlines: UK airport runway unsafe,-69,6,2,68,0,16,16
440,940,The amounts you have to pay for a bomb scare,-76,15,24,75,0,22,6
441,941,"In Egypt, Rice speaks softly",10,0,0,10,11,0,9
442,942,"Weekly Nielsen Yvonne De Carlo, 'Munsters' star, dead",-76,9,0,16,0,74,14
443,943,Senate votes to revoke pensions,-52,13,0,18,0,35,14
444,944,EarthLink CEO dies at age 49,-80,0,0,15,0,87,38
445,945,Software giant SAP misses target,-55,0,0,10,0,45,16
446,946,Vital signs: mental abilities: folic acid may improve thinking skills,53,0,0,0,40,0,43
447,947,De Villiers stretches overall lead,47,0,0,0,38,0,8
448,948,Families celebrate return of sons,83,0,0,2,84,6,14
449,949,China detains 2 after body parts found in mail,-57,6,53,72,15,21,23
450,950,North Korea ready to discuss nuke disarmament,52,5,0,21,42,6,17
451,951,"For women, nothing's like the smell of men's sweat",25,0,16,0,13,0,56
452,952,Nadal wants Australian Open crown,25,0,0,0,21,0,0
453,953,Beijing journal: Olympic construction unearths ancient treasure trove,69,0,0,0,47,0,34
454,954,"Chinese president arrives in Mozambique, African tour nearly over",36,0,0,4,33,5,16
455,955,Reclusive 'Mockingbird' author attends show,27,0,0,0,18,0,6
456,956,"Asia near pact on energy, security",40,0,0,3,36,0,7
457,957,Philippine anti-terror law delayed until June,-33,17,0,32,0,32,13
458,958,Ex-suspect slams anti-terror laws,-43,44,15,19,15,18,20
459,959,Study detects a gene linked to Alzheimer's,53,0,0,18,40,23,24
460,960,Panda cub makes her debut,60,0,0,0,59,0,7
461,961,Harris haul puts South Africa on top,68,0,0,0,61,0,10
462,962,Weight-loss drug to be sold over the counter,33,0,0,7,33,7,16
463,963,Beckham outlines reasons for move,16,0,0,0,12,2,7
464,964,Study finds gritty air raises heart disease risk in older women,-14,0,0,30,3,23,35
465,965,"Venezuela, Iran fight U.S. dominance",-24,60,12,24,16,17,5
466,966,'Housewives' star Marcia Cross on bed rest,-35,0,0,4,0,25,16
467,967,Blog: Here come the Globes!,57,0,0,0,49,0,11
468,968,Greek police hunt embassy attackers,8,48,2,22,4,13,0
469,969,Apple warns iTunes users to wait on Vista,-24,0,0,5,0,12,21
470,970,Tsunami fears ease after quake,-52,0,0,79,13,13,0
471,971,China considers Eurobond reserves,28,0,0,7,30,0,13
472,972,Underarm bowls them over,12,0,5,0,6,0,14
473,973,At least 130 die as blast levels Baghdad market,-95,24,17,69,0,90,17
474,974,New McCain team made attack ads he once faulted,-46,19,13,19,0,15,16
475,975,Deaths as bird flu flares in Asia,-84,0,0,79,0,60,12
476,976,"Hamas, Fatah leaders pledge to meet until they reach agreement",57,0,0,10,50,0,15
477,977,Officers had 'rapport' with alleged abductor,-58,35,41,16,0,23,21
478,978,No e-Book for Harry Potter VII,-38,2,0,3,8,37,11
479,979,Review: Nokia 5300 Xpress Music,20,0,0,0,20,0,4
480,980,'Can't do this anymore'? Not Jack,8,0,0,0,3,0,11
481,981,Black hole triplets spotted,35,0,0,11,17,0,42
482,982,Israel weighs old city project webcast,21,4,0,6,13,1,23
483,983,Indonesian bird flu deaths hit 61,-84,0,0,58,0,86,16
484,984,Somali refugees cut off from aid,-73,14,0,16,1,73,15
485,985,Microsoft downplays Vista speech-recognition hack,-3,3,0,7,17,11,3
486,986,Next island hot spot: St. Lucia,62,0,0,0,49,0,15
487,987,Italy to hold no-show trial of Bronx GI in Iraq slay,-21,28,21,25,17,17,15
488,988,Rescued boys parents hail 'miracle',71,0,0,11,73,10,17
489,989,Canadians tracked in child porn ring,-66,50,58,18,17,19,22
490,990,Teen hacks Venezuelan government Web sites,-34,27,0,14,0,13,44
491,991,"Russia plans new ICBMs, nuclear subs",-68,18,0,61,0,21,15
492,992,Gere cheers sex workers in AIDS fight,42,1,8,10,34,7,18
493,993,Study: Male sweat causes female hormones to rise,15,0,11,0,17,0,59
494,994,Collision on icy road kills 7,-92,4,0,47,0,85,1
495,995,Surprise: China cuts price of gas,67,0,0,5,54,0,42
496,996,What the Godfather of Soul meant to me,11,0,0,0,15,9,0
497,997,New Mars orbiter spots Pathfinder landing site,64,0,0,0,48,0,18
498,998,Mass Venezuela opposition rally,-5,27,0,15,14,3,16
499,999,Glamour -- and 'Borat' -- at Golden Globes,64,0,6,0,60,0,13
500,1000,Terror officials see Al Qaeda chiefs regaining power,-85,13,11,86,0,16,3
501,1001,"Ivrea journal: In Italian town, a civics lesson from pelting neighbors",-2,0,5,0,3,0,25
502,1002,Iraqi sunni lands show new oil and gas promise,47,5,7,17,48,0,21
503,1003,Princess and heir of Franz Ferdinand fights to repeal a law and gain a castle,17,33,3,8,39,0,16
504,1004,"A film star in Kampala, conjuring aminos ghost",-15,0,0,29,9,0,22
505,1005,Militants attack U.S. base in Iraq,-80,37,9,84,0,26,2
506,1006,North Africa feared as staging ground for terror,-89,18,17,88,0,23,7
507,1007,"Iran says Sunnis, using Pakistan as base, planned fatal bombing",-86,19,9,83,0,16,16
508,1008,Anglicans rebuke U.S. branch on same-sex unions,-38,23,15,12,0,17,12
509,1009,Homemade bombs kill 65 on Indian train,-95,23,10,60,0,94,21
510,1010,Al Qaeda chiefs are seen to regain power,-83,15,8,82,0,20,6
511,1011,Chvez threatens to jail violators of price controls,-49,53,1,45,5,2,13
512,1012,Bush declares Iran's arms role in Iraq is certain,-64,24,3,53,0,27,14
513,1013,Accord on North Korea is announced,66,0,0,5,60,0,12
514,1014,U.S. says powerful Iraqi cleric is living in Iran,-38,9,0,40,0,6,15
515,1015,"Baghdad plan is a success, Iraq prime minister tells Bush",32,14,15,17,45,16,17
516,1016,Iraqi sunni lands show new oil and gas promise,38,0,5,8,49,0,12
517,1017,"Dispute over Iraqi cleric, said to have gone to Iran",-40,29,2,28,0,2,22
518,1018,Planning seen in Iraqi attacks on U.S. copters,-71,29,2,54,0,37,27
519,1019,"In the world of life-saving drugs, a growing epidemic of deadly fakes",-54,15,16,48,15,62,34
520,1020,Basics: a mammal in winter with a furnace of her own,16,0,0,0,20,0,36
521,1021,"Books on science: The problems in modeling nature, with its unruly natural tendencies",-8,0,0,7,0,8,12
522,1022,Believing scripture but playing by science's rules,15,0,0,0,8,0,26
523,1023,"A familiar and prescient voice, brought to life",64,0,0,0,64,0,18
524,1024,Findings : A cool $25 million for a climate backup plan,10,15,15,16,25,16,28
525,1025,Call it serendipity: a missing piece of Washington's war tent is found,57,2,0,3,52,4,37
526,1026,"Free Will: Now you have it, now you don't",-20,4,0,14,0,16,27
527,1027,Archaeologists find signs of early chimps' tool use,48,0,0,2,23,0,64
528,1028,Wizardry at Harvard: physicists move light,43,0,0,2,31,0,64
529,1029,The summit - a slap in the face of the Palestinians,-52,18,34,17,0,32,9
530,1030,Moscow says Palestine-Israeli contacts key to Mideast peace,43,4,2,4,37,17,8
531,1031,Mideast summit edns with little progress,-15,8,8,9,12,36,1
532,1032,India decries 'an act of sabotage',-70,34,12,40,0,28,20
533,1033,Pakistan-India peace talks planned despite bombings,58,4,4,24,58,18,22
534,1034,"Czechs, Poles get missile warning",-71,11,4,68,0,6,23
535,1035,Russia warns US against missile bases in East Europe,-72,48,13,53,0,0,0
536,1036,"Cheney starts visit to Japan, Australia",16,0,0,0,5,0,2
537,1037,China: Cheney shores up the trilateral alliance,21,12,12,15,24,13,3
538,1038,Iraq insurgents attack US base,-65,27,3,64,0,26,9
539,1039,US soldiers die in day of violence,-88,32,14,28,0,89,0
540,1040,Iraqi suicide attack kills two US troops as militants fight purge,-85,28,16,54,0,69,8
541,1041,Iran reneges on nuclear payments to Russia,-60,21,14,30,0,6,15
542,1042,Top Colombia official resigns,-43,4,0,11,8,31,19
543,1043,Colombia FM resigns after relatives' arrests for militia links,-35,15,12,34,14,35,31
544,1044,Foreign minister of Colombia quits in scandal,-17,7,25,14,25,21,23
545,1045,New Zealand unlikely to allow crippled Japanese whaler,-35,11,1,5,8,35,14
546,1046,Damaged Japanese whaling ship may resume hunting off Antarctica,-3,11,10,20,30,31,12
547,1047,Japanese whaling ship won't accept help,-31,6,18,7,0,12,15
548,1048,Iran top N-envoy heads for Vienna for nuke talks,18,2,0,22,29,11,11
549,1049,Victims of Air India still wait for justice,-63,49,17,15,0,54,17
550,1050,Kanishka bombing case: Inquiry judge threatens to quit,-62,23,25,20,0,12,13
551,1051,Judge threatens to shut down Air-India inquiry,-56,46,2,14,0,16,11
552,1052,Royal rescues presidential hopes with commanding performance,56,0,0,3,42,0,20
553,1053,Royal seeks to revive French bid,26,0,0,0,16,0,3
554,1054,Sarkozy comfort zone offers a royal opportunity,47,0,0,0,41,0,14
555,1055,"Hicks first in line for trial, Bush says",0,9,2,12,1,12,10
556,1056,Australia tells Bush to speed up Guantanamo trial,2,26,17,19,27,20,36
557,1057,Howard presses Bush on terror suspect,-37,15,6,48,12,14,17
558,1058,France ends toxic alert at Canadian embassy in Paris,15,0,0,36,35,0,12
559,1059,Paris police investigate package at Canadian embassy,-26,6,4,37,8,12,7
560,1060,False alarm at Canadian embassy in Paris,-10,2,19,23,16,3,9
561,1061,Afghan forces retake town that was overrun by Taliban,18,16,7,37,44,14,18
562,1062,Taliban seize rural district in southwest as police flee,-75,27,12,51,0,41,19
563,1063,Afghan poppy war alienates farmers,-63,10,0,33,0,43,6
564,1064,Will North Korea honor pledge this time?,-8,0,5,12,14,1,11
565,1065,Kim Jong-il bans Japanese cars in North Korea,-42,18,15,8,0,17,35
566,1066,Iran vs. North Korea: not all enemies are equal,-29,26,9,24,0,12,0
567,1067,Catholic archbishop outlines Anglican merger hopes,35,0,0,0,26,0,19
568,1068,Anglican and Catholic churches could merge,49,0,0,0,40,0,27
569,1069,US helicopter crash kills 8 troops in Afghanistan,-93,15,15,32,0,91,2
570,1070,Eight US soldiers killed in Zabul helicopter crash,-91,15,16,18,0,90,2
571,1071,Arroyo lauds passage of anti-terror bill,59,2,0,8,52,1,14
572,1072,House passes anti-terrorism measure Manila,61,2,2,5,49,1,15
573,1073,Livingstone's transport empire may extend,44,0,0,9,37,0,9
574,1074,"London is pace-setter on congestion toll, says mayor",16,5,3,7,27,10,6
575,1075,Protest greets congestion charge's westward push,-16,16,11,9,15,8,2
576,1076,"Thailand attacks kill three, injure 70",-87,22,10,42,0,76,16
577,1077,Thai Govt moves to smooth over relations with south,48,0,0,2,43,2,15
578,1078,Bombings say Muslim rebels won't negotiate,-71,48,15,49,0,26,15
579,1079,Roots of autism more complex than thought,-24,0,0,15,1,25,45
580,1080,Largest ever autism study identifies two genetic culprits,11,0,0,12,16,21,30
581,1081,Canadian breakthrough offers hope on autism,56,0,0,6,48,10,18
582,1082,Beware of peanut butter pathogens,-49,0,0,37,6,17,16
583,1083,Experts offer advice on salmonella,7,0,0,23,24,2,4
584,1084,Experts issue new heart disease guidelines for women,35,0,0,16,37,24,16
585,1085,"For women, aspirin a day could keep stroke away",47,0,0,7,41,6,21
586,1086,High cholesterol raises stroke risk healthy women,-46,0,0,45,0,17,23
587,1087,Cooked chicken breasts join tainted-food recalls,-24,16,4,44,30,13,21
588,1088,Ready to eat chicken breasts recalled due to suspected listeria,-8,16,5,52,30,16,28
589,1089,Fully-cooked chicken strips recalled ,-40,10,3,19,14,16,43
590,1090,Committee debates cancer vaccine plan,2,3,0,10,15,11,32
591,1091,Stop cancer with a shot,37,0,0,4,41,9,25
592,1092,1 mln birds to be vaccinated from bird flu near Moscow,41,0,0,19,42,5,34
593,1093,Thousands tested after Russian H5N1 outbreak,-27,0,0,61,23,26,5
594,1094,"Russian bird flu outbreak is deadly ""Asian strain""",-75,0,0,71,0,18,22
595,1095,Bernard Matthews to lay off up to 500 workers,-65,15,10,20,0,64,38
596,1096,Matthews lays off 130 turkey workers,-60,13,12,17,0,53,29
597,1097,Reopening bird flu-hitfactory ignores risks - poultryman,-58,28,11,51,1,16,14
598,1098,Goodbye to girlhood,-18,0,0,7,0,21,7
599,1099,Media cited for showing girls as sex objects,-44,50,45,12,14,29,15
600,1100,Sexualisation 'harms' young girls,-49,23,16,11,0,19,6
601,1101,A shot in the arm,-59,0,0,53,0,9,3
602,1102,Thousands line up to get late flu shots,1,2,0,41,25,6,9
603,1103,King county offering some free flu vaccines,46,0,0,9,49,5,23
604,1104,Bush vows cooperation on health care,71,0,7,10,60,10,0
605,1105,Health returns as hot issue in '08 race,44,0,2,8,39,3,15
606,1106,Small-business owners find Bush health plan appealing,73,0,0,0,58,0,14
607,1107,Pediatricians say more cord blood is needed now,-14,0,0,23,0,12,13
608,1108,Whether to save cord blood can be puzzle for parents,0,0,0,13,8,0,29
609,1109,Retinal implant helping blind people see again,81,0,0,0,80,2,24
610,1110,"Indonesia ""will not share"" flu samples",-43,18,18,11,0,30,39
611,1111,Health Canada issues advice on canned tuna,1,0,0,26,26,0,16
612,1112,Cholesterol link in diabetes study,-20,0,0,22,13,28,23
613,1113,Pig cells hope for diabetes cure,54,0,0,3,35,2,38
614,1114,Sick hearts switch on a fetal gene,-12,0,0,14,9,25,29
615,1115,Foetal mechanism helps heart failure,-4,0,0,22,24,15,38
616,1116,"Planned cesareans not risk-free, group warns",-60,0,0,61,0,15,11
617,1117,Scientists tout cocoa's health benefits,72,0,0,0,60,0,20
618,1118,Feeding your brain: new benefits found in chocolate,73,0,0,0,70,0,35
619,1119,Some cocoa may improve brain blood flow,74,0,0,0,71,0,41
620,1120,Lawyer for deceased Nazi-era collaborator Papon vows to bury him ,-20,23,12,16,16,22,10
621,1121,"Cocoa could be antidote to age-related diseases, says new study",70,0,0,2,66,2,45
622,1122,China denies reports of North Korean apology,-35,13,3,11,0,20,23
623,1123,Hungarian opposition calls for vote after violence escalates,-49,38,17,33,0,14,7
624,1124,AU regrets Sudan's expulsion of UN envoy ,-56,16,17,10,0,39,10
625,1125,Bush officials: no big move in Iraq plan ,-24,20,13,24,0,19,0
626,1126,Opponent is put on the spot over remarks about Clinton,3,4,7,0,13,0,17
627,1127,House ethics panel talks to Hastert aide,34,0,0,0,29,0,12
628,1128,BellSouth says profit rises 30% on cingular earnings,68,0,0,0,57,0,15
629,1129,Enron boss gets 24-year sentence,-10,18,18,5,14,35,17
630,1130,Sony apologizes for battery recall,17,4,8,4,20,13,10
631,1131,Google unveils do-it-yourself search engine,63,0,0,0,42,0,38
632,1132,Firefox 2.0 hits the Web,63,0,0,0,54,0,17
633,1133,Oracle World opens with Dell unveiling AMD-powered computers,64,0,0,0,56,0,22
634,1134,Seahawks' QB Hasselbeck out 2-4 weeks,-29,0,0,0,6,31,10
635,1135,Marathon winner released from hospital ,70,0,0,3,63,7,4
636,1136,Punter charged with stabbing asks to live outside state,-62,46,18,17,0,25,24
637,1137,Allmendinger joining Toyota team in NASCAR ,47,0,0,0,47,0,14
638,1138,Trying to assess the damage in Cleveland ,-31,0,0,6,0,38,2
639,1139,Bryant's boot may have salvaged Bucs' season,45,0,0,0,39,0,17
640,1140,This week in auto racing October 27 - October 29,2,0,0,0,2,0,1
641,1141,Merriman violation stuns ex-teammate,-41,6,13,9,0,15,35
642,1142,Bruce revells in upset,-30,14,0,0,0,14,8
643,1143,Steelers' Roethlisberger has concussion,-64,0,0,4,0,62,12
644,1144,Arthurs upsets Robredo in first round at the St. Petersburg Open,7,10,0,0,22,15,29
645,1145,Mbeki: 2010 World Cup Planning on Track,38,0,0,0,35,0,2
646,1146,Clinical Everton show Moyes means business,19,0,0,0,12,0,8
647,1147,MS Adds Office 2007 to Vista Coupon Program,41,0,0,0,42,0,22
648,1148,One search does not fit all,-18,0,3,0,0,9,10
649,1149,Apple's dark secret? The 39% claim,-6,4,0,4,0,9,23
650,1150,Bad weather cancels men's downhill,-33,0,0,5,2,51,12
651,1151,Cool millions for YouTube founders,78,0,0,0,67,0,18
652,1152,"London market a shopping, dining haven",60,0,0,0,49,0,4
653,1153,'Jackass' star marries childhood friend The secrets people reveal,64,0,0,0,52,0,29
654,1154,Audio Slide Show: A love story lasting 61 years,71,0,0,0,68,0,30
655,1155,Microsoft to release next generation phone,49,0,0,0,51,0,33
656,1156,Body Shop's Roddick has Hepatitis C,-58,0,0,18,0,48,43
657,1157,Teen allegedly armed by mom turns self in,-4,8,7,38,6,25,38
658,1158,Oxfam: action needed for Chad,9,0,0,1,11,0,8
659,1159,Violence continues at disputed holy site,-75,31,2,31,0,38,2
660,1160,Storm leaves behind major travel troubles,-79,7,0,33,0,53,6
661,1161,3 U.S. troops killed hunting weapons cache,-83,13,2,30,0,74,1
662,1162,China's 'Friends' highlights Web freedoms,52,4,5,6,48,8,16
663,1163,NATO: Afghanistan peace 'by 2009',70,0,0,11,67,17,19
664,1164,Alaska's northern lights captivate Japanese,71,0,0,0,52,0,28
665,1165,Smith can't be buried until hearing,-53,13,16,0,0,59,21
666,1166,Spacewalker sets new U.S. record,81,0,0,0,67,0,23
667,1167,Fortune: India the Superpower? Think again,3,0,2,12,22,8,46
668,1168,Kerry blasts 'escalation of misguided war',-37,44,17,29,16,28,16
669,1169,Anna Nicole claimant: A prince of a guy?,-21,0,0,0,1,22,27
670,1170,'Ronnie' and Eto'o hug and make up,49,0,0,0,52,0,8
671,1171,Best of the Chicago Auto Show,54,0,0,0,40,0,11
672,1172,"'Grey's,' 'Betty,' 'Scrubs' get boost",61,0,0,0,51,0,11
673,1173,Massive mud traps dozens of families,-84,6,0,56,0,76,32
674,1174,"Edwards blogger quits, becomes journalistic martyr",-14,0,0,14,8,34,40
675,1175,Town packs gym to mourn 10 killed in fire,-69,4,0,20,0,82,10
676,1176,Spain ahead although Nadal is out,48,0,0,7,46,7,28
677,1177,ECB holds rates at 3.5 percent,19,0,0,0,18,0,5
678,1178,Iran rejects US claims of supplying weapons in Iraq,-41,27,15,34,10,18,9
679,1179,Jakarta begins disinfection,42,0,0,18,44,6,11
680,1180,"Rowling 'heartbroken,' 'euphoric' at 'Potter's' end",-14,0,0,2,22,44,15
681,1181,Apple revs up Mac attacks on Vista,-21,5,26,5,12,11,23
682,1182,Fear hinders black marrow donation,-59,0,0,51,0,42,11
683,1183,Texan allegedly joined Somalia rebel plot,-59,45,9,19,0,30,29
684,1184,"U.S. to allow 7,000 Iraqi refugees",33,4,0,12,33,14,28
685,1185,Japan: Whaling activists 'terrorists',-38,29,22,43,12,10,5
686,1186,'Hannibal' bites the big one,0,0,2,13,5,0,28
687,1187,Women protest Pakistan demolition,-14,36,26,13,0,26,31
688,1188,Wii news for gamers,41,0,0,0,43,0,32
689,1189,Democrats look beyond symbolic vote on Iraq,16,6,8,6,28,3,15
690,1190,Portugal to vote on abortion laws,12,2,8,10,20,13,24
691,1191,Frustration rises as North Korea nuclear talks stall,-60,32,9,40,2,27,2
692,1192,Horse teeth give details of ancient big chill,19,0,0,12,13,5,61
693,1193,Scam lures victims with free puppy offer,-42,14,22,11,3,20,33
694,1194,Two Koreas to resume talks,57,1,0,5,47,4,11
695,1195,Mickelson driving force at masters,31,0,0,0,28,0,9
696,1196,England opt for Bopara over Loye,24,0,0,0,15,6,15
697,1197,Create own 'Thrillville' for a wild ride,32,0,0,5,33,0,14
698,1198,Edwards' campaign blogger quits amid Catholic controversy,-27,6,7,10,1,18,33
699,1199,Judge: Preserve Anna Nicole's body,-22,0,8,0,0,27,26
700,1200,"Dolphins, sea lions may report for duty soon",26,0,0,1,33,2,12
701,1201,Nasdaq-LSE battle nears deadline,1,0,0,26,8,0,13
702,1202,A personal plea for HPV vaccine plan,15,0,0,13,20,19,13
703,1203,U.S. opens door for Iraqi refugees,46,2,0,19,46,10,31
704,1204,Swiss plane crashes at Moscow airport,-84,7,0,31,0,82,17
705,1205,Study: napping might help heart,72,0,0,0,57,0,30
706,1206,MySpace sales surging,74,0,0,2,59,2,19
707,1207,"Telecoms giant slashes 12,500 jobs",-72,11,0,19,0,67,24
708,1208,Air France KLM profit rises,70,0,0,0,59,0,15
709,1209,Uganda parliament votes to send troops to Somalia,-37,8,1,39,16,22,13
710,1210,King and queen reign at British film awards,57,0,0,0,53,0,23
711,1211,Murphys rule box office with 'Norbit',42,0,0,0,42,7,28
712,1212,Thousands rally in Lebanon,-55,23,8,45,0,19,20
713,1213,Yahoo's mission quest,10,0,0,0,13,0,10
714,1214,Area should get 3-5 inches of snow today,36,0,0,2,28,0,16
715,1215,Miss Brazil wins lawsuit competition,64,0,0,6,58,0,21
716,1216,"Snow wreaks havoc in East, Midwest",-72,3,0,44,0,54,18
717,1217,The secrets people reveal,-15,0,6,6,0,0,34
718,1218,Research supports medicinal marijuana,49,0,0,3,32,4,60
719,1219,All African amputee football games kick off,47,3,0,3,52,17,16
720,1220,Group: Video shows chopper go down,-67,9,0,26,0,60,23
721,1221,Sale of Chrysler possible,-6,0,0,0,35,16,19
722,1222,Russia condemns terrorist acts on buses outside Beirut,-30,37,14,43,13,47,5
723,1223,Technology may save India's river dolphins,67,0,0,5,66,12,20
724,1224,Airbus A380 superjumbo takes off,51,0,0,0,59,3,17
725,1225,Naps are great for chaps,62,0,0,0,60,0,31
726,1226,Female astronaut sets record,72,0,0,0,67,0,21
727,1227,Corn stoves popping up in U.S. homes,33,0,0,0,13,0,37
728,1228,Iraq closes borders with Syria and Iran,-68,14,12,38,0,42,24
729,1229,The troubling ending of 'The Departed',-50,11,2,15,0,36,27
730,1230,Vietnamese bank plans IPO listing,21,0,0,0,23,0,6
731,1231,Toyota's Scion parks in Second Life,23,0,0,0,17,4,18
732,1232,Obama will run in 2008,38,0,0,0,49,0,11
733,1233,'Cagney and Lacey' finally coming to DVD,56,0,0,0,47,0,22
734,1234,Merkel: Stop Iran,-25,25,0,50,0,12,12
735,1235,Salt Lake City mall shooter was teenager,-70,14,1,19,0,54,50
736,1236,Female astronaut sets record,73,0,0,0,68,0,35
737,1237,Oil holds at $58,10,4,0,3,12,10,10
738,1238,Obama announces presidential bid,51,0,0,0,37,0,28
739,1239,Tell your boss: Naps are good for you,51,0,0,0,40,0,36
740,1240,Serbia rejects United Nation's Kosovo plan,-59,28,10,12,0,23,15
741,1241,Amish discuss shootings,-21,4,1,28,0,31,10
742,1242,"Jail me, I ate Ivory Coast chocolate",-3,1,17,1,7,0,25
743,1243,Can North Korea be trusted?,-39,15,14,21,0,6,8
744,1244,Tourism lags in Bush's hometown,-34,0,0,0,0,20,14
745,1245,Astronaut's arrest tests NASA's mettle,-30,7,0,4,0,16,50
746,1246,Man gets second chance at space ride,58,0,0,6,55,0,20
747,1247,"Go ahead, take a nap, science says",47,0,0,0,39,0,40
748,1248,Weekly Nielsen will 'Lost' find its way back?,21,0,0,11,17,9,11
749,1249,Brith Airways baggage charges cause confusion,-36,5,13,4,0,14,18
750,1250,Indonesian with bird flu dies,-86,0,0,45,0,73,21
751,1251,St. Louis poised for entertainment upswing,69,0,0,0,54,0,15
752,1252,New York City may ban iPods while crossing street,-4,3,0,8,25,16,28
753,1253,Boy allegedly told to kill by mom gives up,-26,21,14,9,16,56,33
754,1254,Gray wolves off endangered list,47,0,0,18,55,6,12
755,1255,Vista's hyped security will be tested,14,0,0,8,9,0,1
756,1256,UK police slammed over terror raid,-58,23,11,48,0,15,17
757,1257,Mogadishu residents flee blasts,-51,4,0,35,8,22,14
758,1258,Bomb kills 18 on military bus in Iran,-91,2,1,65,0,85,21
759,1259,"'WarioWare,' Wii make perfect fit",32,0,0,0,27,0,12
760,1260,U.S. at odds with cleric's aide,-33,11,2,27,0,11,8
761,1261,Desperate Iraqi mother relies on militia for help,-62,14,3,21,0,67,21
762,1262,Full details of the EU report on Iran,7,6,0,14,12,11,16
763,1263,Singer on Cowell: Glad he was mean,16,0,4,0,20,2,8
764,1264,Jones faces Europe meetings snub,-36,4,2,6,0,21,9
765,1265,Beckham goal helps Real snatch win,58,0,0,0,53,0,12
766,1266,Guinea: Plan offices close as country declares emergency,-57,0,0,43,0,17,14
767,1267,Japan's economy grows,80,0,0,0,62,0,15
768,1268,United Nations peacekeepers raid Haitian slum,18,3,0,7,28,22,20
769,1269,Work starts on Arctic seed vault,41,0,0,1,45,0,21
770,1270,Social networking goes mobile,54,0,0,0,45,0,20
771,1271,"Beauticians cut, curl, offer stroke-prevention info",57,0,0,0,40,1,29
772,1272,"Siesta cuts risk of heart disease death, study finds",54,0,0,6,49,3,55
773,1273,Thomas Cook to merge with MyTravel,46,0,0,0,29,0,20
774,1274,Nap your way to a successful career,55,0,0,0,37,0,29
775,1275,Village buried by 100 inches of snow,-65,3,0,47,1,50,21
776,1276,Oprah announces new book club pick,59,0,0,0,39,0,23
777,1277,The science of love ... and lust,47,0,1,1,23,0,8
778,1278,"Northeaster cancels flights, shuts schools",-64,11,1,11,0,47,20
779,1279,Napping may be good for your heart,66,0,0,0,51,0,35
780,1280,Ryan O'Neal injured son's girlfriend,-70,32,1,11,0,51,32
781,1281,Chrysler's Valentine's Day massacre,-78,0,13,46,2,60,22
